DEPTH,CAL,CNC,CVOL,DT,GR,PE,RD,RMSL,RS,SPBR,ZCOR,ZDEN,Cluster,Vshale,Porosity
1535.811,8.437,22.462,1.601,90.026,45.556,1.505,36.091,0.464,6.194,101.772,0.04,2.237,1,0.07403682083520431,0.2503030303030302
1535.887,8.436,24.047,1.6,90.296,45.305,1.342,32.835,0.428,5.881,101.865,0.067,2.232,1,0.07253405178865441,0.2533333333333332
1535.963,8.435,25.233,1.599,90.657,44.901,1.297,30.837,0.384,5.791,101.938,0.024,2.223,1,0.07011525220775336,0.25878787878787884
1536.04,8.435,25.825,1.598,91.069,45.447,1.14,30.246,0.361,5.941,101.981,0.048,2.219,1,0.07338422391857509,0.26121212121212123
1536.116,8.434,25.937,1.597,91.441,46.152,1.15,31.065,0.384,6.329,101.995,0.047,2.204,1,0.07760514892980094,0.27030303030303016
1536.192,8.433,25.444,1.596,91.679,46.406,1.174,33.214,0.478,6.95,101.984,0.048,2.191,1,0.07912587935937734,0.27818181818181825
1536.268,8.432,24.251,1.595,91.761,46.571,1.364,36.46,0.69,7.776,101.949,0.038,2.177,1,0.08011375542583446,0.2866666666666666
1536.344,8.43,22.708,1.595,91.757,46.404,1.418,40.34,1.026,8.728,101.888,0.044,2.17,1,0.07911390510402637,0.2909090909090909
1536.421,8.428,21.553,1.594,91.775,45.8,1.42,44.163,1.193,9.665,101.794,0.021,2.169,1,0.07549767998802574,0.29151515151515145
1536.497,8.425,21.166,1.593,91.877,44.978,1.383,47.126,1.004,10.412,101.665,0.058,2.18,1,0.07057626103876667,0.28484848484848474
1536.573,8.423,21.33,1.592,92.044,44.702,1.427,48.657,0.785,10.821,101.508,0.055,2.18,1,0.06892381380032929,0.28484848484848474
1536.649,8.421,21.812,1.591,92.226,44.983,1.464,48.603,0.667,10.822,101.339,0.045,2.175,1,0.07060619667714413,0.28787878787878796
1536.725,8.42,22.41,1.59,92.388,45.305,1.463,47.26,0.631,10.45,101.171,0.0,2.162,1,0.07253405178865441,0.2957575757575758
1536.802,8.419,23.066,1.589,92.531,44.974,1.485,45.2,0.637,9.821,101.014,0.051,2.162,1,0.07055231252806465,0.2957575757575758
1536.878,8.419,23.894,1.589,92.646,43.673,1.374,43.02,0.621,9.088,100.871,0.039,2.165,1,0.0627630594222422,0.2939393939393939
1536.954,8.42,24.789,1.588,92.689,42.676,1.373,41.137,0.547,8.381,100.745,0.068,2.174,1,0.05679389312977102,0.2884848484848485
1537.03,8.421,25.252,1.587,92.605,42.95,1.379,39.756,0.455,7.786,100.642,0.023,2.179,1,0.058434366112857385,0.2854545454545455
1537.106,8.423,25.446,1.586,92.408,44.098,1.387,38.973,0.388,7.342,100.567,0.064,2.19,1,0.0653075886843287,0.2787878787878788
1537.183,8.425,25.54,1.585,92.191,45.106,1.377,38.844,0.351,7.062,100.522,0.048,2.195,1,0.07134261338123038,0.2757575757575758
1537.259,8.426,25.184,1.584,92.061,45.068,1.368,39.401,0.331,6.937,100.501,0.016,2.192,1,0.07111510252956144,0.2775757575757574
1537.335,8.426,24.334,1.584,92.055,44.269,1.336,40.636,0.322,6.943,100.491,0.029,2.186,1,0.0663313875168388,0.2812121212121212
1537.411,8.425,23.061,1.583,92.121,43.455,1.325,42.466,0.322,7.046,100.482,0.021,2.182,1,0.06145786558898369,0.28363636363636363
1537.487,8.423,22.435,1.582,92.18,43.191,1.291,44.733,0.332,7.209,100.469,0.032,2.177,1,0.059877263882652326,0.2866666666666666
1537.564,8.422,22.947,1.581,92.19,43.454,1.334,47.241,0.354,7.407,100.451,0.04,2.176,1,0.0614518784613082,0.2872727272727271
1537.64,8.421,23.741,1.58,92.161,43.087,1.357,49.813,0.384,7.63,100.432,0.035,2.176,1,0.05925460260440057,0.2872727272727271
1537.716,8.42,23.95,1.579,92.109,41.65,1.366,52.326,0.413,7.886,100.407,0.062,2.184,1,0.05065110013471038,0.2824242424242423
1537.792,8.419,23.68,1.578,92.036,39.981,1.367,54.671,0.428,8.175,100.371,0.063,2.187,1,0.040658584044304766,0.2806060606060607
1537.868,8.419,23.275,1.578,91.94,39.526,1.361,56.724,0.419,8.48,100.315,0.054,2.198,1,0.037934440951953335,0.2739393939393939
1537.945,8.42,22.766,1.577,91.825,40.506,1.36,58.348,0.396,8.769,100.235,0.024,2.198,1,0.04380182607394104,0.2739393939393939
1538.021,8.422,22.496,1.576,91.692,41.958,1.345,59.481,0.38,9.008,100.136,0.017,2.193,1,0.05249513545876366,0.2769696969696969
1538.097,8.426,22.783,1.575,91.549,42.624,1.334,60.216,0.381,9.195,100.025,0.036,2.184,1,0.056482562490645136,0.2824242424242423
1538.173,8.429,23.731,1.574,91.427,42.222,1.33,60.788,0.391,9.365,99.913,0.052,2.183,1,0.05407573716509507,0.2830303030303031
1538.249,8.432,24.668,1.573,91.381,42.041,1.31,61.441,0.389,9.571,99.803,-0.004,2.183,1,0.052992067055829956,0.2830303030303031
1538.326,8.432,24.058,1.573,91.449,42.186,1.284,62.281,0.365,9.845,99.7,0.036,2.194,1,0.05386020056877714,0.27636363636363637
1538.402,8.431,22.229,1.572,91.598,41.737,1.24,63.2,0.337,10.171,99.605,0.031,2.199,1,0.051171980242478696,0.2733333333333334
1538.478,8.429,20.852,1.571,91.73,40.302,1.277,63.915,0.323,10.487,99.519,0.052,2.21,1,0.04258045202813951,0.26666666666666666
1538.554,8.427,20.768,1.57,91.773,39.267,1.298,64.127,0.331,10.711,99.444,0.003,2.211,1,0.03638377488399943,0.2660606060606061
1538.63,8.427,21.814,1.569,91.757,39.526,1.321,63.689,0.355,10.792,99.379,0.067,2.218,1,0.037934440951953335,0.2618181818181818
1538.707,8.427,23.177,1.568,91.772,40.693,1.314,62.665,0.381,10.733,99.318,0.051,2.213,1,0.04492141894925909,0.2648484848484848
1538.783,8.429,24.052,1.567,91.872,41.132,1.299,61.259,0.386,10.585,99.249,0.043,2.211,1,0.047549767998802575,0.2660606060606061
1538.859,8.43,24.02,1.567,92.013,40.307,1.25,59.675,0.37,10.419,99.16,0.066,2.209,1,0.042610387666517015,0.26727272727272716
1538.935,8.432,23.686,1.566,92.089,39.912,1.224,58.013,0.348,10.286,99.047,0.039,2.203,1,0.04024547223469541,0.270909090909091
1539.011,8.433,23.461,1.565,92.044,40.838,1.198,56.262,0.332,10.209,98.915,0.061,2.197,1,0.04578955246220628,0.2745454545454545
1539.088,8.434,23.152,1.564,91.925,42.566,1.277,54.391,0.323,10.183,98.779,0.016,2.194,1,0.056135309085466274,0.27636363636363637
1539.164,8.434,22.672,1.563,91.829,43.419,1.378,52.399,0.317,10.197,98.654,0.023,2.19,1,0.06124232899266576,0.2787878787878788
1539.24,8.434,22.451,1.562,91.828,42.806,1.448,50.272,0.314,10.238,98.549,0.022,2.195,1,0.05757221972758569,0.2757575757575758
1539.316,8.433,23.12,1.561,91.932,41.907,1.404,47.921,0.317,10.287,98.464,0.009,2.197,1,0.05218979194731327,0.2745454545454545
1539.392,8.431,24.328,1.561,92.12,41.857,1.372,45.174,0.324,10.313,98.393,0.046,2.199,1,0.0518904355635384,0.2733333333333334
1539.469,8.429,25.408,1.56,92.375,42.204,1.376,41.84,0.326,10.273,98.331,0.041,2.193,1,0.053967968866936104,0.2769696969696969
1539.545,8.427,25.48,1.559,92.692,42.622,1.407,37.823,0.324,10.113,98.274,0.024,2.186,1,0.05647058823529413,0.2812121212121212
1539.621,8.426,25.168,1.558,93.029,43.074,1.455,33.236,0.321,9.796,98.219,0.034,2.179,1,0.05917676994461907,0.2854545454545455
1539.697,8.425,25.007,1.557,93.283,43.708,1.409,28.38,0.319,9.311,98.163,0.066,2.179,1,0.0629726088908846,0.2854545454545455
1539.773,8.425,24.377,1.556,93.339,44.62,1.405,23.652,0.316,8.69,98.102,0.023,2.179,1,0.06843286933093848,0.2854545454545455
1539.85,8.424,23.621,1.555,93.164,45.379,1.429,19.478,0.311,7.995,98.031,0.04,2.192,1,0.07297709923664122,0.2775757575757574
1539.926,8.424,23.333,1.555,92.846,45.485,1.48,16.165,0.302,7.309,97.95,0.074,2.204,1,0.07361173477024398,0.27030303030303016
1540.002,8.424,23.973,1.554,92.548,45.772,1.509,13.803,0.292,6.708,97.859,0.032,2.222,1,0.07533004041311181,0.25939393939393934
1540.078,8.424,24.759,1.553,92.413,47.568,1.502,12.344,0.288,6.256,97.765,0.033,2.235,1,0.08608292171830564,0.2515151515151515
1540.154,8.425,24.79,1.552,92.489,50.295,1.553,11.71,0.289,5.998,97.677,0.033,2.238,1,0.10240981888938784,0.24969696969696967
1540.231,8.426,24.354,1.551,92.742,52.105,1.589,11.865,0.294,5.973,97.608,0.02,2.23,1,0.11324651998203861,0.2545454545454545
1540.307,8.426,24.282,1.55,93.116,52.188,1.654,12.905,0.304,6.233,97.568,0.029,2.221,1,0.11374345157910495,0.2599999999999999
1540.383,8.425,24.71,1.55,93.568,51.913,1.628,15.111,0.314,6.86,97.569,0.071,2.211,1,0.11209699146834305,0.2660606060606061
1540.459,8.425,24.511,1.549,94.068,52.848,1.632,18.895,0.32,7.965,97.615,0.066,2.209,1,0.11769495584493339,0.26727272727272716
1540.535,8.426,24.087,1.548,94.576,55.582,1.612,24.645,0.319,9.652,97.705,0.05,2.216,1,0.13406376290974406,0.2630303030303029
1540.612,8.428,24.434,1.547,95.005,58.879,1.61,32.351,0.314,11.973,97.834,0.045,2.216,1,0.1538033228558599,0.2630303030303029
1540.688,8.429,25.668,1.546,95.24,61.421,1.634,41.645,0.312,14.909,97.996,0.009,2.224,1,0.169022601406975,0.258181818181818
1540.764,8.429,27.242,1.545,95.213,62.892,1.645,51.719,0.321,18.363,98.182,0.011,2.219,1,0.1778296662176321,0.26121212121212123
1540.84,8.426,27.987,1.544,94.97,63.904,1.656,61.436,0.341,22.152,98.38,0.052,2.218,1,0.18388863942523578,0.2618181818181818
1540.916,8.422,27.96,1.544,94.649,64.713,1.647,69.725,0.361,25.977,98.576,0.047,2.218,1,0.18873222571471335,0.2618181818181818
1540.993,8.418,27.701,1.543,94.37,64.64,1.623,75.833,0.363,29.485,98.76,0.07,2.22,1,0.18829516539440205,0.26060606060606045
1541.069,8.416,27.063,1.542,94.149,63.489,1.621,79.342,0.349,32.34,98.93,0.027,2.223,1,0.1814039814399042,0.25878787878787884
1541.145,8.415,26.288,1.541,93.916,61.561,1.601,80.471,0.339,34.343,99.096,0.026,2.228,1,0.16986079928154468,0.2557575757575756
1541.221,8.416,26.063,1.54,93.66,60.436,1.621,79.91,0.342,35.525,99.276,0.071,2.225,1,0.1631252806466098,0.25757575757575746
1541.297,8.419,26.772,1.539,93.49,60.912,1.633,78.57,0.351,36.087,99.485,0.03,2.226,1,0.16597515342014668,0.25696969696969696
1541.374,8.421,27.662,1.539,93.55,62.193,1.673,77.192,0.355,36.312,99.725,0.057,2.221,1,0.1736446639724592,0.2599999999999999
1541.45,8.424,28.303,1.538,93.875,63.299,1.638,76.019,0.353,36.355,99.984,0.032,2.214,1,0.18026642718155966,0.2642424242424242
1541.526,8.426,29.092,1.537,94.367,64.36,1.562,74.727,0.357,36.17,100.244,0.012,2.199,1,0.1866187696452627,0.2733333333333334
1541.602,8.428,29.979,1.536,94.895,65.331,1.473,72.675,0.381,35.554,100.484,0.053,2.188,1,0.19243227061817095,0.27999999999999986
1541.678,8.428,30.38,1.535,95.397,64.507,1.488,69.331,0.441,34.308,100.69,0.065,2.175,1,0.1874988774135609,0.28787878787878796
1541.755,8.427,29.505,1.534,95.877,61.285,1.472,64.634,0.555,32.432,100.851,0.055,2.168,1,0.1682083520431073,0.292121212121212
1541.831,8.426,28.027,1.533,96.318,56.715,1.454,59.077,0.674,30.147,100.96,0.01,2.166,1,0.14084717856608295,0.29333333333333333
1541.907,8.424,27.323,1.533,96.609,53.821,1.448,53.567,0.633,27.853,101.02,0.04,2.172,1,0.12352043107319263,0.28969696969696956
1541.983,8.425,27.405,1.532,96.589,54.716,1.445,49.041,0.476,25.959,101.04,0.042,2.184,1,0.12887891034276308,0.2824242424242423
1542.059,8.427,27.435,1.531,96.178,58.751,1.452,46.118,0.372,24.738,101.039,0.078,2.189,1,0.15303697051339618,0.2793939393939393
1542.136,8.431,26.813,1.53,95.456,62.841,1.448,44.996,0.335,24.289,101.042,0.055,2.191,1,0.17752432270618174,0.27818181818181825
1542.212,8.434,26.303,1.529,94.631,63.124,1.442,45.677,0.349,24.631,101.066,0.059,2.202,1,0.17921867983834758,0.2715151515151515
1542.288,8.435,26.669,1.528,93.891,59.932,1.436,48.22,0.398,25.801,101.118,0.071,2.214,1,0.16010776829815898,0.2642424242424242
1542.364,8.434,27.504,1.527,93.288,56.053,1.43,52.652,0.471,27.819,101.192,0.034,2.218,1,0.13688370004490344,0.2618181818181818
1542.44,8.433,27.541,1.527,92.775,54.309,1.431,58.673,0.545,30.555,101.277,0.032,2.223,1,0.1264421493788355,0.25878787878787884
1542.517,8.431,26.18,1.526,92.333,54.979,1.427,65.509,0.559,33.653,101.361,0.007,2.215,1,0.13045352492141896,0.26363636363636367
1542.593,8.431,24.71,1.525,92.021,55.682,1.427,72.05,0.505,36.572,101.434,0.037,2.208,1,0.13466247567729384,0.2678787878787877
1542.669,8.432,24.22,1.524,91.903,54.621,1.429,77.275,0.448,38.78,101.485,0.037,2.199,1,0.1283101332135908,0.2733333333333334
1542.745,8.433,24.937,1.523,91.953,52.158,1.429,80.699,0.431,39.944,101.507,0.078,2.191,1,0.11356383774884,0.27818181818181825
1542.821,8.433,26.272,1.522,92.049,49.746,1.443,82.475,0.456,40.108,101.493,0.043,2.186,1,0.09912288579553961,0.2812121212121212
1542.898,8.432,26.871,1.522,92.072,47.302,1.418,83.271,0.51,39.612,101.447,0.056,2.181,1,0.08449034575662327,0.2842424242424242
1542.974,8.43,26.103,1.521,91.984,44.884,1.405,83.785,0.577,38.887,101.373,0.036,2.173,1,0.07001347103726989,0.289090909090909
1543.05,8.429,24.655,1.52,91.808,42.498,1.397,84.291,0.635,38.208,101.282,0.012,2.165,1,0.0557281844035324,0.2939393939393939
1543.126,8.428,23.185,1.519,91.569,39.73,1.4,84.519,0.661,37.57,101.181,0.019,2.174,1,0.03915581499775482,0.2884848484848485
1543.202,8.426,22.165,1.518,91.295,37.731,1.396,84.018,0.654,36.825,101.071,0.012,2.185,1,0.02718754677443499,0.28181818181818175
1543.279,8.425,21.865,1.517,91.017,37.276,1.39,82.618,0.636,35.856,100.955,0.039,2.194,1,0.024463403682083554,0.27636363636363637
1543.355,8.423,21.881,1.516,90.762,37.336,1.363,80.582,0.637,34.718,100.837,0.066,2.196,1,0.024822631342613387,0.275151515151515
1543.431,8.42,21.77,1.516,90.539,37.467,1.317,78.428,0.656,33.582,100.73,0.021,2.193,1,0.025606945068103584,0.2769696969696969
1543.507,8.419,21.382,1.515,90.347,37.693,1.26,76.631,0.66,32.611,100.648,0.036,2.191,1,0.02696003592276605,0.27818181818181825
1543.583,8.419,20.933,1.514,90.197,37.523,1.279,75.403,0.619,31.842,100.597,0.071,2.19,1,0.025942224217931478,0.2787878787878788
1543.66,8.42,20.605,1.513,90.109,37.603,1.396,74.69,0.554,31.17,100.577,0.041,2.177,1,0.026421194431971284,0.2866666666666666
1543.736,8.422,20.685,1.512,90.092,38.301,1.482,74.315,0.498,30.423,100.583,0.033,2.174,1,0.030600209549468668,0.2884848484848485
1543.812,8.423,21.28,1.511,90.122,39.393,1.436,74.034,0.467,29.46,100.609,0.01,2.176,1,0.03713815297111212,0.2872727272727271
1543.888,8.422,21.839,1.51,90.181,40.259,1.408,73.66,0.463,28.247,100.655,0.053,2.189,1,0.042323005538093116,0.2793939393939393
1543.964,8.421,21.77,1.51,90.271,40.122,1.405,73.065,0.471,26.863,100.721,0.075,2.2,1,0.04150276904654993,0.2727272727272726
1544.041,8.42,21.159,1.509,90.392,39.003,1.437,72.164,0.469,25.446,100.802,0.037,2.195,1,0.034803173177668026,0.2757575757575758
1544.117,8.42,20.779,1.508,90.516,37.883,1.446,70.899,0.448,24.115,100.883,0.085,2.199,1,0.028097590181110643,0.2733333333333334
1544.193,8.421,20.974,1.507,90.599,37.475,1.513,69.274,0.425,22.939,100.942,0.036,2.195,1,0.02565484208950758,0.2757575757575758
1544.269,8.424,21.447,1.506,90.599,36.985,1.542,67.392,0.424,21.94,100.962,0.019,2.196,1,0.022721149528513705,0.275151515151515
1544.345,8.427,21.278,1.505,90.511,36.368,1.487,65.453,0.444,21.119,100.937,0.046,2.198,1,0.019027091752731654,0.2739393939393939
1544.422,8.43,20.305,1.505,90.364,36.21,1.323,63.708,0.469,20.475,100.87,0.054,2.207,1,0.01808112558000301,0.26848484848484855
1544.498,8.431,19.779,1.504,90.199,37.352,1.257,62.387,0.477,20.012,100.771,0.075,2.21,1,0.024918425385421338,0.26666666666666666
1544.574,8.432,20.211,1.503,90.041,39.304,1.345,61.633,0.465,19.717,100.646,0.051,2.204,1,0.03660529860799284,0.27030303030303016
1544.65,8.431,20.931,1.502,89.905,40.749,1.333,61.462,0.451,19.553,100.501,0.033,2.203,1,0.04525669809908699,0.270909090909091
1544.726,8.43,21.146,1.501,89.816,41.219,1.455,61.769,0.448,19.457,100.343,0.04,2.198,1,0.04807064810657089,0.2739393939393939
1544.803,8.428,20.932,1.5,89.822,40.967,1.395,62.376,0.451,19.357,100.183,0.06,2.188,1,0.04656189193234546,0.27999999999999986
1544.879,8.427,20.582,1.499,89.97,40.564,1.26,63.084,0.448,19.199,100.031,0.022,2.177,1,0.044149079479119904,0.2866666666666666
1544.955,8.425,20.512,1.499,90.269,39.87,1.118,63.717,0.438,18.954,99.89,0.029,2.172,1,0.0399940128723245,0.28969696969696956
1545.031,8.424,20.668,1.498,90.665,38.9,1.106,64.155,0.43,18.629,99.757,0.047,2.173,1,0.034186499027091755,0.289090909090909
1545.107,8.423,20.608,1.497,91.074,37.695,1.184,64.342,0.428,18.251,99.622,0.027,2.17,1,0.026972010178117064,0.2909090909090909
1545.184,8.425,20.559,1.496,91.435,36.871,1.428,64.28,0.427,17.856,99.481,0.04,2.157,1,0.022038616973506987,0.2987878787878787
1545.26,8.426,21.017,1.495,91.735,36.516,1.441,64.009,0.417,17.466,99.343,0.022,2.154,1,0.019913186648705287,0.3006060606060606
1545.336,8.429,22.005,1.494,91.98,36.433,1.405,63.586,0.402,17.087,99.226,0.042,2.149,1,0.01941625505163899,0.3036363636363636
1545.412,8.432,23.506,1.494,92.151,36.683,1.301,63.076,0.39,16.717,99.15,0.025,2.151,1,0.02091303697051341,0.3024242424242425
1545.488,8.435,24.757,1.493,92.199,36.826,1.243,62.551,0.383,16.354,99.125,0.028,2.151,1,0.02176919622810958,0.3024242424242425
1545.565,8.437,24.491,1.492,92.102,36.833,1.261,62.102,0.381,16.005,99.148,0.02,2.153,1,0.02181110612183805,0.30121212121212115
1545.641,8.438,23.347,1.491,91.896,37.312,1.276,61.798,0.386,15.668,99.203,0.045,2.158,1,0.024678940278401434,0.2981818181818182
1545.717,8.439,22.384,1.49,91.659,38.739,1.298,61.659,0.392,15.329,99.267,0.042,2.167,1,0.03322257147133662,0.2927272727272728
1545.793,8.439,21.706,1.489,91.449,40.402,1.305,61.655,0.394,14.96,99.315,0.041,2.179,1,0.043179164795689284,0.2854545454545455
1545.869,8.438,20.847,1.488,91.279,41.449,1.307,61.721,0.388,14.53,99.323,0.009,2.185,1,0.04944768747193534,0.28181818181818175
1545.946,8.439,20.12,1.488,91.142,41.969,1.301,61.788,0.38,14.019,99.281,-0.005,2.197,1,0.05256099386319415,0.2745454545454545
1546.022,8.44,19.837,1.487,91.051,42.236,1.295,61.801,0.378,13.425,99.19,0.021,2.197,1,0.05415955695255201,0.2745454545454545
1546.098,8.443,20.423,1.486,91.042,42.721,1.26,61.697,0.382,12.766,99.065,0.049,2.197,1,0.05706331387516838,0.2745454545454545
1546.174,8.445,21.607,1.485,91.137,43.19,1.251,61.401,0.388,12.07,98.932,0.032,2.185,1,0.0598712767549768,0.28181818181818175
1546.25,8.446,22.44,1.484,91.315,43.231,1.193,60.842,0.394,11.372,98.817,0.03,2.178,1,0.060116748989672224,0.28606060606060607
1546.327,8.445,23.17,1.483,91.527,43.011,1.279,59.982,0.392,10.701,98.734,0.063,2.17,1,0.05879958090106274,0.2909090909090909
1546.403,8.443,23.613,1.482,91.727,42.303,1.254,58.822,0.374,10.081,98.681,0.077,2.173,1,0.05456069450681035,0.289090909090909
1546.479,8.44,23.39,1.481,91.892,41.463,1.251,57.395,0.345,9.525,98.64,0.063,2.172,1,0.04953150725939232,0.28969696969696956
1546.555,8.437,22.904,1.481,92.032,40.672,1.241,55.736,0.316,9.035,98.582,0.06,2.175,1,0.04479568926807364,0.28787878787878796
1546.631,8.435,23.403,1.48,92.16,40.643,1.25,53.866,0.294,8.602,98.482,0.042,2.171,1,0.044622062565484226,0.2903030303030304
1546.708,8.435,25.059,1.479,92.253,41.216,1.345,51.8,0.283,8.217,98.322,0.028,2.168,1,0.048052686723544395,0.292121212121212
1546.784,8.435,26.694,1.478,92.238,41.5,1.343,49.561,0.283,7.871,98.103,0.029,2.169,1,0.04975303098338573,0.29151515151515145
1546.86,8.436,26.633,1.477,92.05,41.216,1.423,47.184,0.288,7.558,97.837,0.063,2.173,1,0.048052686723544395,0.289090909090909
1546.936,8.438,24.868,1.476,91.701,40.479,1.492,44.716,0.294,7.274,97.55,0.044,2.177,1,0.0436401736267026,0.2866666666666666
1547.012,8.441,23.413,1.475,91.28,40.518,1.509,42.197,0.292,7.007,97.271,0.093,2.184,1,0.043873671606047014,0.2824242424242423
1547.089,8.444,22.927,1.475,90.877,41.077,1.514,39.643,0.287,6.747,97.023,0.035,2.19,1,0.0472204759766502,0.2787878787878788
1547.165,8.447,22.74,1.474,90.528,42.038,1.474,37.069,0.288,6.485,96.822,0.031,2.196,1,0.052974105672803466,0.275151515151515
1547.241,8.448,22.388,1.473,90.226,43.11,1.479,34.528,0.296,6.223,96.671,0.023,2.195,1,0.059392306540936995,0.2757575757575758
1547.317,8.447,22.436,1.472,89.975,44.083,1.569,32.114,0.305,5.977,96.561,0.038,2.19,1,0.06521778176919622,0.2787878787878788
1547.393,8.445,23.316,1.471,89.797,45.299,1.547,29.942,0.307,5.77,96.477,0.062,2.187,1,0.07249812902260142,0.2806060606060607
1547.47,8.441,24.273,1.47,89.689,46.124,1.537,28.135,0.302,5.619,96.399,0.019,2.177,1,0.07743750935488702,0.2866666666666666
1547.546,8.438,24.531,1.469,89.617,46.373,1.517,26.767,0.3,5.53,96.307,0.029,2.174,1,0.07892830414608591,0.2884848484848485
1547.622,8.436,24.01,1.469,89.557,46.66,1.524,25.866,0.3,5.498,96.181,0.032,2.174,1,0.08064660978895374,0.2884848484848485
1547.698,8.434,23.65,1.468,89.511,47.598,1.533,25.437,0.297,5.512,96.003,0.022,2.186,1,0.08626253554857058,0.2812121212121212
1547.774,8.433,24.096,1.467,89.467,48.943,1.514,25.473,0.292,5.559,95.757,0.037,2.197,1,0.09431522227211495,0.2745454545454545
1547.851,8.433,24.784,1.466,89.388,50.158,1.511,25.943,0.292,5.623,95.431,0.045,2.205,1,0.10158958239784466,0.2696969696969696
1547.927,8.433,25.088,1.465,89.266,50.549,1.499,26.767,0.303,5.685,95.024,0.081,2.2,1,0.10393054931896423,0.2727272727272726
1548.003,8.434,24.807,1.464,89.164,49.721,1.469,27.822,0.322,5.728,94.547,0.03,2.196,1,0.09897320760365214,0.275151515151515
1548.079,8.436,24.572,1.463,89.176,48.247,1.433,28.947,0.337,5.738,94.022,0.024,2.195,1,0.09014818140996858,0.2757575757575758
1548.155,8.437,24.57,1.463,89.342,46.45,1.461,29.98,0.345,5.709,93.481,0.02,2.202,1,0.07938931297709927,0.2715151515151515
1548.232,8.438,24.594,1.462,89.6,44.821,1.496,30.785,0.348,5.642,92.961,0.052,2.209,1,0.06963628199371351,0.26727272727272716
1548.308,8.439,24.296,1.461,89.862,44.722,1.479,31.286,0.347,5.544,92.504,0.063,2.213,1,0.06904355635383927,0.2648484848484848
1548.384,8.437,23.37,1.46,90.09,45.936,1.48,31.487,0.343,5.426,92.142,0.068,2.207,1,0.07631192935189345,0.26848484848484855
1548.46,8.435,22.412,1.459,90.286,47.344,1.408,31.483,0.338,5.302,91.888,0.035,2.198,1,0.08474180511899418,0.2739393939393939
1548.536,8.432,22.309,1.458,90.443,47.986,1.471,31.441,0.333,5.187,91.736,0.036,2.197,1,0.08858554108666367,0.2745454545454545
1548.613,8.429,23.566,1.457,90.546,47.887,1.464,31.563,0.329,5.099,91.655,0.066,2.205,1,0.08799281544678941,0.2696969696969696
1548.689,8.427,25.452,1.457,90.615,47.713,1.488,32.037,0.323,5.05,91.607,0.062,2.21,1,0.08695105523125282,0.26666666666666666
1548.765,8.424,26.491,1.456,90.699,47.402,1.503,33.002,0.32,5.048,91.554,0.036,2.21,1,0.08508905852417305,0.26666666666666666
1548.841,8.423,26.444,1.455,90.833,45.838,1.517,34.508,0.327,5.093,91.471,0.039,2.204,1,0.07572519083969467,0.27030303030303016
1548.917,8.424,25.577,1.454,90.988,42.899,1.546,36.514,0.347,5.187,91.352,0.016,2.197,1,0.05812902260140699,0.2745454545454545
1548.994,8.425,24.288,1.453,91.093,41.111,1.503,38.922,0.375,5.328,91.196,0.058,2.191,1,0.047424038317617115,0.27818181818181825
1549.07,8.428,23.296,1.452,91.098,41.274,1.488,41.519,0.402,5.516,91.011,0.029,2.187,1,0.048399940128723264,0.2806060606060607
1549.146,8.431,23.115,1.452,90.998,41.615,1.469,44.064,0.418,5.747,90.808,0.055,2.192,1,0.05044155066606798,0.2775757575757574
1549.222,8.433,23.764,1.451,90.808,40.733,1.471,46.307,0.422,6.007,90.6,0.056,2.198,1,0.045160904056279,0.2739393939393939
1549.298,8.434,24.524,1.45,90.534,39.156,1.476,48.038,0.427,6.27,90.405,0.044,2.203,1,0.035719203712019164,0.270909090909091
1549.375,8.434,24.4,1.449,90.168,38.966,1.484,49.153,0.45,6.509,90.233,0.069,2.213,1,0.03458164945367462,0.2648484848484848
1549.451,8.433,22.838,1.448,89.713,40.87,1.485,49.699,0.498,6.702,90.083,0.03,2.223,1,0.04598114054782218,0.25878787878787884
1549.527,8.431,21.182,1.447,89.201,42.998,1.481,49.854,0.555,6.836,89.943,0.056,2.237,1,0.05872174824128124,0.2503030303030302
1549.603,8.429,20.39,1.446,88.689,43.679,1.477,49.834,0.569,6.911,89.793,0.052,2.245,1,0.06279898218829519,0.24545454545454534
1549.679,8.428,20.526,1.446,88.232,43.585,1.477,49.793,0.513,6.923,89.62,0.049,2.249,1,0.0622361921867984,0.24303030303030293
1549.756,8.428,21.473,1.445,87.866,43.726,1.496,49.741,0.436,6.865,89.423,0.047,2.254,1,0.06308037718904357,0.23999999999999996
1549.832,8.428,22.651,1.444,87.607,44.235,1.53,49.558,0.386,6.727,89.213,0.044,2.256,1,0.06612782517587189,0.23878787878787888
1549.908,8.429,23.171,1.443,87.456,45.342,1.567,49.083,0.368,6.509,89.007,0.032,2.258,1,0.07275557551264782,0.23757575757575752
1549.984,8.431,22.712,1.442,87.406,45.915,1.586,48.234,0.374,6.228,88.82,0.068,2.26,1,0.07618619967070799,0.23636363636363644
1550.06,8.433,22.385,1.441,87.458,45.142,1.603,47.072,0.388,5.925,88.658,0.045,2.261,1,0.0715581499775483,0.23575757575757564
1550.137,8.435,22.618,1.44,87.609,44.219,1.514,45.787,0.394,5.645,88.524,0.077,2.265,1,0.06603203113306393,0.23333333333333323
1550.213,8.436,23.254,1.44,87.83,44.318,1.421,44.63,0.384,5.427,88.417,0.074,2.265,1,0.06662475677293818,0.23333333333333323
1550.289,8.437,23.633,1.439,88.074,45.15,1.515,43.837,0.374,5.291,88.335,0.062,2.252,1,0.07160604699895226,0.2412121212121213
